career_name;canonical_skill
network intern;cisco ios
it support - networking focus;dns
it support - networking focus;lan/wan
it support - networking focus;network troubleshooting
it support - networking focus;tcp/ip
network engineer;network security
network engineer;ospf
network engineer;qos
network engineer;cisco/juniper devices
network engineer;cisco
network engineer;mpls
network engineer;troubleshooting
network engineer;vpn
network engineer;switching
network engineer;security
network engineer;lan/wan
network engineer;firewalls
network engineer;cisco nexus
network engineer;solarwinds
network engineer;tcp/ip
network engineer;network protocols
network engineer;routing
network engineer;bgp
senior network engineer;cisco asa
senior network engineer;nagios
senior network engineer;zero trust security
senior network engineer;sd-wan
senior network engineer;palo alto
network security engineer;firewalls
network security engineer;cisco asa
network security engineer;vpn
network security engineer;intrusion detection
network security engineer;security protocols
network security engineer;cryptography
network security engineer;network protocols
network security engineer;ids/ips
cloud network engineer;network security
cloud network engineer;automation with ansible
cloud network engineer;aws networking
cloud network engineer;azure
cloud network engineer;cloud networking
cloud network engineer;aws
cloud network engineer;security groups
cloud network engineer;load balancers
cloud network engineer;vpc
cloud network engineer;azure networking
cloud network engineer;firewalls
cloud network engineer;subnets
cloud network engineer;cloud platforms
cloud network engineer;google cloud
cloud network engineer;routing
cloud network engineer;virtual networks
lead network engineer;mpls
lead network engineer;collaboration
lead network engineer;palo alto firewalls
lead network engineer;cisco nexus
lead network engineer;f5 load balancer
infrastructure network engineer;python automation
infrastructure network engineer;qos
infrastructure network engineer;nagios
infrastructure network engineer;cisco prime
infrastructure network engineer;lan/wan design
network automation engineer;ansible
network automation engineer;python
network automation engineer;automation
network automation engineer;cisco ios
network automation engineer;bash
enterprise network engineer;cisco asa
enterprise network engineer;qos
enterprise network engineer;mpls
enterprise network engineer;eigrp
enterprise network engineer;f5 load balancer
principal network engineer;project management
principal network engineer;collaboration
principal network engineer;architecture design
principal network engineer;cisco nexus
principal network engineer;palo alto
telecom & network engineer;qos
telecom & network engineer;sip
telecom & network engineer;voip
telecom & network engineer;cisco routers
telecom & network engineer;bgp
operations manager;data reporting basics
operations manager;problem solving
operations manager;reporting
operations manager;strategic planning
operations manager;erp systems
operations manager;budget monitoring
operations manager;budget oversight
operations manager;staff development
operations manager;erp/crm basics
operations manager;process automation
operations manager;collaboration
operations manager;report preparation
operations manager;kpi reporting
operations manager;process optimization
operations manager;team management
operations manager;observation
operations manager;resource allocation
operations manager;budgeting
operations manager;time management
operations manager;lean management
operations manager;team coordination
operations manager;cross-functional coordination
operations manager;process awareness
operations manager;six sigma
operations manager;communication
operations manager;kpi tracking
operations manager;resource planning
operations manager;erp/crm systems
operations manager;workflow observation
operations manager;scheduling
operations manager;workflow optimization
operations manager;financial reporting
operations manager;adaptability
operations manager;data analysis
operations manager;erp/crm tools
operations manager;kpi monitoring
operations manager;workflow awareness
operations manager;process observation
operations manager;basic workflow management
operations manager;process improvement
operations manager;workflow automation
product designer;front-end collaboration
product designer;adobe creative suite
product designer;marvel
product designer;information architecture
product designer;sketch
product designer;usability testing
product designer;agile
product designer;javascript
product designer;data-driven ux
product designer;design systems
product designer;creativity
product designer;teamwork
product designer;illustrator
product designer;typography
product designer;prototyping
product designer;css
product designer;color theory
product designer;accessibility
product designer;user research
product designer;photoshop
product designer;invision
product designer;leadership
product designer;responsive design
product designer;design thinking
product designer;html
product designer;a/b testing
product designer;user flows
product designer;stakeholder engagement
product designer;wireframing
product designer;figma
product designer;agile methods
product designer;user testing
product designer;analytics
product designer;adobe xd
product manager;tools: jira, confluence
product manager;metrics-driven growth
product manager;stakeholder engagement
product manager;strategic planning
product manager;market analysis
product manager;product vision and roadmap planning
product manager;scrum and kanban basics
product manager;cross-functional leadership
product manager;resource allocation
product manager;product vision and strategy
product manager;product vision
product manager;market research
product manager;roadmap planning
