source,original_skill,canonical_skill,similarity_score,mapping_method,status
Jobs,etl pipeline management,etl pipelines,0.9252,semantic,accepted
Jobs,etl pipelines,etl pipelines,1.0,exact,accepted
Jobs,etl process awareness,etl,0.9086,manual,accepted
Jobs,etl process knowledge,etl,0.9086,manual,accepted
Jobs,etl process understanding,etl,0.9232,manual,accepted
Jobs,etl processes,etl,0.7806,manual,accepted
Jobs,etl tools introduction,etl,0.7682,manual,accepted
Jobs,etl understanding,etl,0.8371,manual,accepted
Jobs,etl workflows,etl workflows,1.0,exact,accepted
Jobs,event coordination,event coordination,1.0,exact,accepted
Jobs,event management,event management,1.0,exact,accepted
Jobs,excel,excel,1.0,exact,accepted
Jobs,excel advanced functions,excel advanced functions,1.0,exact,accepted
Jobs,excel charts,excel charts,1.0,exact,accepted
Jobs,excel charts and dashboards,excel charts,0.8656,semantic,accepted
Jobs,excel charts and pivot tables,excel charts and pivot tables,1.0,exact,accepted
Jobs,excel dashboards,excel charts,0.7075,semantic,review
Jobs,excel functions,excel functions,1.0,exact,accepted
Jobs,excel visualization,excel visualization,1.0,exact,accepted
Jobs,exception handling,exception handling,1.0,exact,accepted
Jobs,execution,execution,1.0,exact,accepted
Course,experiment,experiment,1.0,exact,accepted
Jobs,expert network and web security,expert network security,0.8422,semantic,review
Jobs,expert network security,expert network security,1.0,exact,accepted
Jobs,express,express,1.0,exact,accepted
Jobs,express.js,express.js,1.0,exact,accepted
Jobs,f#,f#,1.0,exact,accepted
Jobs,f5 load balancer,f5 load balancer,1.0,exact,accepted
Jobs,facebook ads manager,facebook ads manager,1.0,exact,accepted
Jobs,facebook ads manager basics,facebook ads manager,0.9274,semantic,accepted
Jobs,fact-checking,fact-checking,1.0,exact,accepted
Jobs,fact-checking and research,fact-checking,0.8644,semantic,accepted
Jobs,falco,falco,1.0,exact,accepted
Jobs,familiarity with digital marketing channels,digital marketing familiarity,0.879,semantic,accepted
Jobs,familiarity with jira and trello,familiarity with jira and trello,1.0,exact,accepted
Jobs,"familiarity with jira, ms project, trello",familiarity with jira and trello,0.8668,semantic,accepted
Jobs,familiarity with metasploit and burp suite,familiarity with metasploit and burp suite,1.0,exact,accepted
Jobs,"familiarity with metasploit, wireshark","familiarity with metasploit, wireshark",1.0,exact,accepted
Jobs,"familiarity with microsoft project, jira, trello",familiarity with jira and trello,0.7478,semantic,review
Jobs,familiarity with ms project and trello,familiarity with jira and trello,0.904,semantic,accepted
Jobs,familiarity with nmap and wireshark,familiarity with nmap and wireshark,1.0,exact,accepted
Jobs,"familiarity with nmap, sqlmap","familiarity with nmap, sqlmap",1.0,exact,accepted
Jobs,"familiarity with project tools (ms project, trello)",familiarity with jira and trello,0.904,semantic,accepted
Jobs,fastapi,fastapi,1.0,exact,accepted
Jobs,fastapi basics,fastapi,0.8531,semantic,accepted
Jobs,feature engineering,feature engineering,1.0,exact,accepted
Course,feature engineering,feature engineering,1.0,exact,accepted
Jobs,feature engineering and etl automation,"feature engineering, etl automation",0.9922,semantic,accepted
Jobs,"feature engineering, etl automation","feature engineering, etl automation",1.0,exact,accepted
Jobs,"feature engineering, etl pipelines","feature engineering, etl pipelines",1.0,exact,accepted
OBE,figma,figma,1.0,exact,accepted
Jobs,figma,figma,1.0,exact,accepted
Jobs,figma basics,figma,0.8329,semantic,review
Jobs,file handling,file handling,1.0,exact,accepted
Jobs,film/animation,film/animation,1.0,exact,accepted
Course,finance,finance,1.0,exact,accepted
Course,financial accounting,accounting,0.8892,semantic,accepted
Jobs,financial analysis,financial analysis,1.0,exact,accepted
Course,financial analysis,financial analysis,1.0,exact,accepted
Jobs,financial analysis and modeling,financial modeling,0.9106,semantic,accepted
Jobs,financial data analysis,financial analysis,0.8862,semantic,accepted
Jobs,financial domain knowledge,financial domain knowledge,1.0,exact,accepted
Jobs,financial knowledge basics,financial knowledge basics,1.0,exact,accepted
Course,financial management,financial management,1.0,exact,accepted
Jobs,financial modeling,financial modeling,1.0,exact,accepted
Jobs,financial modeling and analysis,financial modeling,0.9188,semantic,accepted
Jobs,financial modeling and forecasting,financial modeling,0.823,semantic,review
Jobs,financial products knowledge,financial products knowledge,1.0,exact,accepted
Jobs,financial products understanding,financial products understanding,1.0,exact,accepted
Jobs,financial reporting,financial reporting,1.0,exact,accepted
Course,fintech,fintech,1.0,exact,accepted
Jobs,firebase,firebase,1.0,exact,accepted
OBE,firewall,firewalls,0.939,semantic,accepted
Jobs,firewall basics,firewalls,0.8323,semantic,review
Jobs,firewall configuration,firewalls,0.7731,semantic,review
Jobs,firewall management,firewalls,0.8429,semantic,review
Jobs,firewall rules,firewalls,0.8206,semantic,review
Jobs,firewalls,firewalls,1.0,exact,accepted
Jobs,firewalls basics,firewalls,0.8517,semantic,accepted
Jobs,firmware development,embedded firmware,0.8196,semantic,review
Jobs,flask,flask,1.0,exact,accepted
Jobs,flask advanced,flask,0.8994,semantic,accepted
Jobs,flask basics,flask,0.8786,semantic,accepted
Jobs,flask),flask,0.9189,semantic,accepted
Jobs,flink,flink,1.0,exact,accepted
OBE,flowchart,flowchart,1.0,exact,accepted
Jobs,fluentd,fluentd,1.0,exact,accepted
Jobs,flutter,flutter,1.0,exact,accepted
Jobs,forecasting,forecasting,1.0,exact,accepted
Course,forecasting,forecasting,1.0,exact,accepted
Jobs,forensic animation,forensic animation,1.0,exact,accepted
Jobs,forensics,forensics,1.0,exact,accepted
Jobs,fortify,fortify,1.0,exact,accepted
Jobs,framework development,frameworks,0.8693,semantic,accepted
Jobs,frameworks,frameworks,1.0,exact,accepted
Jobs,frameworks (laravel,frameworks (laravel,1.0,exact,accepted
Jobs,"frameworks: tensorflow, pytorch, keras, scikit-learn (advanced)","ml libraries: scikit-learn, tensorflow, pytorch",0.8375,semantic,review
Jobs,"frameworks: tensorflow, pytorch, keras, scikit-learn (advanced), onnx","ml libraries: scikit-learn, tensorflow, pytorch",0.748,semantic,review
Jobs,front-end collaboration,front-end collaboration,1.0,exact,accepted
Course,frontend development,backend development,0.8673,semantic,accepted
Course,full stack development,full stack development,1.0,exact,accepted
Jobs,functional and regression testing,functional and regression testing,1.0,exact,accepted
Jobs,functional testing,functional testing,1.0,exact,accepted
Jobs,functions,functions,1.0,exact,accepted
Jobs,g-code,g-code,1.0,exact,accepted
Jobs,game design,game design,1.0,exact,accepted
Jobs,game development,game development,1.0,exact,accepted
Jobs,game development principles,game development principles,1.0,exact,accepted
Jobs,game engines,game engines,1.0,exact,accepted
Jobs,game mechanics basics,game mechanics basics,1.0,exact,accepted
Jobs,game mechanics fundamentals,game mechanics basics,0.9234,semantic,accepted
Course,game theory,game theory,1.0,exact,accepted
Jobs,gameplay systems,gameplay systems,1.0,exact,accepted
Jobs,gameplay systems and ai,gameplay systems,0.8197,semantic,review
Jobs,gameplay systems development,gameplay systems,0.8902,semantic,accepted
Jobs,gas optimization,gas optimization,1.0,exact,accepted
Jobs,"gazebo, rviz","gazebo, rviz",1.0,exact,accepted
Jobs,"gazebo, rviz simulation","gazebo, rviz simulation",1.0,exact,accepted
Jobs,gcp,gcp,1.0,exact,accepted
Jobs,gcp advanced,gcp,0.8684,semantic,accepted
Jobs,gcp awareness,gcp awareness,1.0,exact,accepted
Jobs,gcp basics,gcp,0.8731,semantic,accepted
Jobs,gcp big data services,gcp big data services,1.0,exact,accepted
Jobs,gcp bigquery,gcp bigquery,1.0,exact,accepted
Jobs,gcp fundamentals,gcp,0.8162,semantic,review
Jobs,gcp iot advanced,gcp iot advanced,1.0,exact,accepted
Jobs,gcp security,gcp security,1.0,exact,accepted
Jobs,gdpr basics,gdpr basics,1.0,exact,accepted
Course,general accounting,general accounting,1.0,exact,accepted
Course,generally accepted accounting principles (gaap),generally accepted accounting principles (gaap),1.0,exact,accepted
Jobs,generative ai,generative ai,1.0,exact,accepted
Jobs,generators,generators,1.0,exact,accepted
Course,geometry,geometry,1.0,exact,accepted
Jobs,gerrit,gerrit,1.0,exact,accepted
Jobs,gesture and motion tracking,gesture/motion tracking,0.9589,semantic,accepted
Jobs,gesture/motion tracking,gesture/motion tracking,1.0,exact,accepted
Course,gis,gis,1.0,exact,accepted
Jobs,gis software,gis software,1.0,exact,accepted
OBE,git,git,1.0,exact,accepted
Jobs,git,git,1.0,exact,accepted
Jobs,git advanced,git advanced,1.0,exact,accepted
Jobs,git basics,git basics,1.0,exact,accepted
Jobs,git/github,github,0.9299,semantic,accepted
OBE,github,github,1.0,exact,accepted
Jobs,github,github,1.0,exact,accepted
Jobs,github actions,github actions,1.0,exact,accepted
Jobs,github basics,github,0.8717,semantic,accepted
Jobs,gitlab,gitlab,1.0,exact,accepted
Jobs,gitlab ci,gitlab,0.9033,semantic,accepted
Jobs,gitlab ci/cd,gitlab,0.7698,semantic,review
Jobs,go,go,1.0,exact,accepted
Jobs,go programming,go programming,1.0,exact,accepted
Jobs,"go, java","go, java",1.0,exact,accepted
Jobs,godot basics,godot basics,1.0,exact,accepted
Jobs,google ads,google ads,1.0,exact,accepted
Jobs,google ads and facebook ads basics,google ads and facebook ads basics,1.0,exact,accepted
Jobs,google ads basics,google ads basics,1.0,exact,accepted
Jobs,google analytics,analytics,0.8881,semantic,accepted
Jobs,google analytics basics,analytics basics,0.9189,semantic,accepted
Jobs,google analytics ga4,google analytics ga4,1.0,exact,accepted
Jobs,google cloud,google cloud,1.0,exact,accepted
Course,google cloud,google cloud,1.0,exact,accepted
Jobs,google cloud fundamentals,google cloud fundamentals,1.0,exact,accepted
Jobs,google cloud iot basics,google cloud iot basics,1.0,exact,accepted
Jobs,google cloud platform,google cloud,0.8922,semantic,accepted
Jobs,google data studio,google data studio,1.0,exact,accepted
Jobs,google search console,search console,0.8686,semantic,accepted
Jobs,gpt model exposure,gpt model exposure,1.0,exact,accepted
Jobs,gpt models intro,gpt models intro,1.0,exact,accepted
Jobs,gradle,gradle,1.0,exact,accepted
Jobs,grafana,grafana,1.0,exact,accepted
Jobs,grammar and punctuation,grammar and punctuation,1.0,exact,accepted
Jobs,grammar and punctuation mastery,grammar and punctuation mastery,1.0,exact,accepted
Jobs,grammar and style,grammar and style,1.0,exact,accepted
Course,graph theory,graph theory,1.0,exact,accepted
Jobs,graphic design,graphic design,1.0,exact,accepted
Course,graphic design,graphic design,1.0,exact,accepted
Jobs,graphics and performance optimization,graphics optimization,0.9088,semantic,accepted
Jobs,graphics optimization,graphics optimization,1.0,exact,accepted
Course,graphics software,graphics software,1.0,exact,accepted
OBE,graphql,graphql,1.0,exact,accepted
Jobs,graphql,graphql,1.0,exact,accepted
Jobs,graphql basics,graphql,0.938,semantic,accepted
Jobs,groovy,groovy,1.0,exact,accepted
Jobs,grpc,grpc,1.0,exact,accepted
Jobs,hadoop,hadoop,1.0,exact,accepted
Jobs,"hadoop (hdfs, hive, mapreduce)","hadoop (hdfs, hive, mapreduce)",1.0,exact,accepted
Jobs,"hadoop (hdfs, mapreduce, hive)","hadoop (hdfs, hive, mapreduce)",0.9989,semantic,accepted
Jobs,"hadoop (hdfs, mapreduce, hive, pig)","hadoop (hdfs, hive, mapreduce)",0.9718,semantic,accepted
Jobs,hadoop basics,hadoop basics,1.0,exact,accepted
Jobs,hadoop ecosystem,hadoop basics,0.7854,semantic,review
Jobs,hadoop ecosystem basics,hadoop basics,0.8664,semantic,accepted
Jobs,hadoop fundamentals,hadoop basics,0.9042,semantic,accepted
Jobs,hardware debugging,hardware debugging,1.0,exact,accepted
Jobs,hardware design,hardware design,1.0,exact,accepted
Course,hardware design,hardware design,1.0,exact,accepted
Jobs,hardware integration,hardware integration,1.0,exact,accepted
Jobs,hardware interfaces,hardware interfaces,1.0,exact,accepted
Jobs,hardware interfacing,hardware interfacing,1.0,exact,accepted
Jobs,hardware management,hardware management,1.0,exact,accepted
Jobs,hardware/software,hardware/software,1.0,exact,accepted
Jobs,hashicorp tools,hashicorp tools,1.0,exact,accepted
Jobs,hashicorp vault,hashicorp vault,1.0,exact,accepted
Course,health,health,1.0,exact,accepted
Jobs,helm,helm,1.0,exact,accepted
Jobs,hibernate,hibernate,1.0,exact,accepted
Jobs,hibernate basics,hibernate,0.8863,semantic,accepted
Jobs,hipaa compliance,hipaa compliance,1.0,exact,accepted
Course,hr tech,hr tech,1.0,exact,accepted
OBE,html,html,1.0,exact,accepted
Jobs,html,html,1.0,exact,accepted
Course,html,html,1.0,exact,accepted
Jobs,html basics,html,0.8539,semantic,accepted
Jobs,html5,html5,1.0,exact,accepted
Jobs,html5 basics,html5,0.8662,semantic,accepted
OBE,http,http,1.0,exact,accepted
Jobs,hubspot,hubspot,1.0,exact,accepted
Jobs,hugging face,hugging face,1.0,exact,accepted
Jobs,hugging face basics,hugging face,0.8959,semantic,accepted
Jobs,hugging face transformers,hugging face transformers,1.0,exact,accepted
Jobs,hugging face transformers basics,hugging face transformers,0.9334,semantic,accepted
Course,human computer interaction,human computer interaction,1.0,exact,accepted
Course,human learning,human learning,1.0,exact,accepted
Course,human resources,human resources,1.0,exact,accepted
Course,human resources operations,human resources,0.8692,semantic,accepted
Jobs,hybrid cloud,hybrid cloud,1.0,exact,accepted
Jobs,hybrid cloud design,hybrid cloud,0.893,semantic,accepted
Jobs,hyper-v,hyper-v,1.0,exact,accepted
Jobs,hyperledger,hyperledger,1.0,exact,accepted
Jobs,hyperledger advanced,hyperledger,0.8721,semantic,accepted
Jobs,hyperledger basics,hyperledger,0.8178,semantic,review
Jobs,hyperledger fabric,hyperledger fabric,1.0,exact,accepted
Jobs,hypothesis testing,hypothesis testing,1.0,exact,accepted
Jobs,"iac (terraform, ansible)","iac (terraform, ansible)",1.0,exact,accepted
Jobs,"iac (terraform, ansible, puppet)","iac (terraform, ansible)",0.9448,semantic,accepted
Jobs,"iac (terraform, ansible, puppet, chef)","iac (terraform, ansible)",0.9054,semantic,accepted
Jobs,iam,iam,1.0,exact,accepted
Jobs,iam basics,iam basics,1.0,exact,accepted
